Date,Time,Ozone,Status,Nitric oxide,Status,Nitrogen dioxide,Status,Nitrogen oxides as nitrogen dioxide,Status,PM10 particulate matter (Hourly measured),Status,PM2.5 particulate matter (Hourly measured),Status,Modelled Wind Direction,Status,Modelled Wind Speed,Status,Modelled Temperature,Status,Day
2023-02-21,19:00:00,37.71873,P ugm-3,1.99568,P ugm-3,17.595,P ugm-3,20.655,N ugm-3,9.3,P ugm-3 (FIDAS),6.887,P ugm-3 (Ref.eq),237.9,N deg,2.7,N ms-1,6.7,N degC,Monday
2023-02-21,20:00:00,37.9183,P ugm-3,1.62149,P ugm-3,15.49125,P ugm-3,17.9775,N ugm-3,8.7,P ugm-3 (FIDAS),6.981,P ugm-3 (Ref.eq),229.7,N deg,2.7,N ms-1,6.4,N degC,Monday
2023-02-21,21:00:00,32.92905,P ugm-3,1.74622,P ugm-3,18.93375,P ugm-3,21.61125,N ugm-3,11.1,P ugm-3 (FIDAS),8.868,P ugm-3 (Ref.eq),219.7,N deg,2.6,N ms-1,6.1,N degC,Monday
2023-02-21,22:00:00,29.73593,P ugm-3,1.62149,P ugm-3,18.93375,P ugm-3,21.42,N ugm-3,12.1,P ugm-3 (FIDAS),10,P ugm-3 (Ref.eq),218.6,N deg,3.1,N ms-1,5.9,N degC,Monday
2023-02-21,23:00:00,27.14152,P ugm-3,1.74622,P ugm-3,18.7425,P ugm-3,21.42,N ugm-3,13.2,P ugm-3 (FIDAS),11.226,P ugm-3 (Ref.eq),219.2,N deg,2.9,N ms-1,5.9,N degC,Monday
2023-02-21,24:00:00,26.34324,P ugm-3,1.49676,P ugm-3,16.83,P ugm-3,19.125,N ugm-3,16.7,P ugm-3 (FIDAS),13.962,P ugm-3 (Ref.eq),222.5,N deg,2.5,N ms-1,6,N degC,Tuesday
2023-02-22,01:00:00,34.32604,P ugm-3,0.99784,P ugm-3,10.51875,P ugm-3,12.04875,N ugm-3,18.3,P ugm-3 (FIDAS),15,P ugm-3 (Ref.eq),224.3,N deg,3.4,N ms-1,6.3,N degC,Tuesday
2023-02-22,02:00:00,37.51916,P ugm-3,0.62365,P ugm-3,8.415,P ugm-3,9.37125,N ugm-3,20.9,P ugm-3 (FIDAS),17.17,P ugm-3 (Ref.eq),250.8,N deg,3.4,N ms-1,6.4,N degC,Tuesday
2023-02-22,03:00:00,35.32389,P ugm-3,0.62365,P ugm-3,9.18,P ugm-3,10.13625,N ugm-3,25.5,P ugm-3 (FIDAS),21.887,P ugm-3 (Ref.eq),259.8,N deg,3.4,N ms-1,6.4,N degC,Tuesday
2023-02-22,04:00:00,34.12647,P ugm-3,0.62365,P ugm-3,8.0325,P ugm-3,8.98875,N ugm-3,19.4,P ugm-3 (FIDAS),16.887,P ugm-3 (Ref.eq),264.9,N deg,3,N ms-1,6.4,N degC,Tuesday
2023-02-22,05:00:00,34.12647,P ugm-3,1.12257,P ugm-3,9.75375,P ugm-3,11.475,N ugm-3,15.1,P ugm-3 (FIDAS),13.302,P ugm-3 (Ref.eq),257.8,N deg,2.9,N ms-1,5.9,N degC,Tuesday
2023-02-22,06:00:00,33.12862,P ugm-3,0.99784,P ugm-3,12.81375,P ugm-3,14.34375,N ugm-3,16.9,P ugm-3 (FIDAS),14.811,P ugm-3 (Ref.eq),240.9,N deg,2.8,N ms-1,5.8,N degC,Tuesday
2023-02-22,07:00:00,29.53636,P ugm-3,1.62149,P ugm-3,16.83,P ugm-3,19.31625,N ugm-3,21,P ugm-3 (FIDAS),18.585,P ugm-3 (Ref.eq),229.6,N deg,2.5,N ms-1,5.5,N degC,Tuesday
2023-02-22,08:00:00,25.14582,P ugm-3,3.11825,P ugm-3,23.14125,P ugm-3,27.9225,N ugm-3,26.7,P ugm-3 (FIDAS),23.019,P ugm-3 (Ref.eq),228,N deg,2.8,N ms-1,5.9,N degC,Tuesday
2023-02-22,09:00:00,22.95055,P ugm-3,6.2365,P ugm-3,26.20125,P ugm-3,35.76375,N ugm-3,20.4,P ugm-3 (FIDAS),16.793,P ugm-3 (Ref.eq),232.7,N deg,3.3,N ms-1,6.1,N degC,Tuesday
2023-02-22,10:00:00,21.35399,P ugm-3,8.10745,P ugm-3,29.4525,P ugm-3,41.88375,N ugm-3,19.2,P ugm-3 (FIDAS),15.943,P ugm-3 (Ref.eq),244.6,N deg,2.9,N ms-1,6.2,N degC,Tuesday
2023-02-22,11:00:00,22.35184,P ugm-3,15.09233,P ugm-3,32.70375,P ugm-3,55.845,N ugm-3,15.6,P ugm-3 (FIDAS),13.019,P ugm-3 (Ref.eq),269.1,N deg,3.3,N ms-1,6.7,N degC,Tuesday
2023-02-22,12:00:00,48.29594,P ugm-3,8.23218,P ugm-3,18.7425,P ugm-3,31.365,N ugm-3,6.8,P ugm-3 (FIDAS),4.623,P ugm-3 (Ref.eq),304.9,N deg,4.2,N ms-1,7.2,N degC,Tuesday
2023-02-22,13:00:00,56.07917,P ugm-3,8.48164,P ugm-3,20.84625,P ugm-3,33.85125,N ugm-3,7.5,P ugm-3 (FIDAS),2.547,P ugm-3 (Ref.eq),307.3,N deg,4.3,N ms-1,6.3,N degC,Tuesday
2023-02-22,14:00:00,51.68863,P ugm-3,11.35043,P ugm-3,26.58375,P ugm-3,43.9875,N ugm-3,10.5,P ugm-3 (FIDAS),3.208,P ugm-3 (Ref.eq),316.5,N deg,4.5,N ms-1,7.9,N degC,Tuesday
2023-02-22,15:00:00,54.28304,P ugm-3,9.60421,P ugm-3,23.715,P ugm-3,38.44125,N ugm-3,9.6,P ugm-3 (FIDAS),3.208,P ugm-3 (Ref.eq),335.4,N deg,4.5,N ms-1,7.5,N degC,Tuesday
2023-02-22,16:00:00,49.09422,P ugm-3,9.9784,P ugm-3,28.6875,P ugm-3,43.9875,N ugm-3,9.7,P ugm-3 (FIDAS),3.208,P ugm-3 (Ref.eq),357.1,N deg,5.2,N ms-1,6.1,N degC,Tuesday
2023-02-22,17:00:00,53.08562,P ugm-3,10.10313,P ugm-3,26.01,P ugm-3,41.50125,N ugm-3,8.3,P ugm-3 (FIDAS),2.547,P ugm-3 (Ref.eq),359,N deg,4.6,N ms-1,4.8,N degC,Tuesday
2023-02-22,18:00:00,22.95055,P ugm-3,15.84071,P ugm-3,55.4625,P ugm-3,79.75125,N ugm-3,6.7,P ugm-3 (FIDAS),3.396,P ugm-3 (Ref.eq),2.4,N deg,5.2,N ms-1,4.3,N degC,Tuesday
2023-02-22,19:00:00,34.32604,P ugm-3,10.22786,P ugm-3,35.19,P ugm-3,50.8725,N ugm-3,7.6,P ugm-3 (FIDAS),3.585,P ugm-3 (Ref.eq),1.8,N deg,5.2,N ms-1,4.7,N degC,Tuesday
2023-02-22,20:00:00,40.31314,P ugm-3,5.98704,P ugm-3,30.2175,P ugm-3,39.3975,N ugm-3,5.1,P ugm-3 (FIDAS),3.679,P ugm-3 (Ref.eq),4.5,N deg,4.7,N ms-1,4.7,N degC,Tuesday
2023-02-22,21:00:00,43.30669,P ugm-3,4.49028,P ugm-3,21.99375,P ugm-3,28.87875,N ugm-3,6.6,P ugm-3 (FIDAS),5.283,P ugm-3 (Ref.eq),0.1,N deg,4.5,N ms-1,4.7,N degC,Tuesday
2023-02-22,22:00:00,49.69293,P ugm-3,2.74406,P ugm-3,21.61125,P ugm-3,25.81875,N ugm-3,6,P ugm-3 (FIDAS),4.906,P ugm-3 (Ref.eq),6.5,N deg,5,N ms-1,4.4,N degC,Tuesday
2023-02-22,23:00:00,47.69723,P ugm-3,3.7419,P ugm-3,20.08125,P ugm-3,25.81875,N ugm-3,5.9,P ugm-3 (FIDAS),4.528,P ugm-3 (Ref.eq),359.8,N deg,5.5,N ms-1,4.8,N degC,Tuesday
2023-02-22,24:00:00,48.49551,P ugm-3,1.49676,P ugm-3,12.6225,P ugm-3,14.9175,N ugm-3,7.5,P ugm-3 (FIDAS),5,P ugm-3 (Ref.eq),4.9,N deg,5.7,N ms-1,4.8,N degC,Wednesday
2023-02-23,01:00:00,50.09207,P ugm-3,0.87311,P ugm-3,9.945,P ugm-3,11.28375,N ugm-3,5.9,P ugm-3 (FIDAS),3.868,P ugm-3 (Ref.eq),12.6,N deg,5.2,N ms-1,4.9,N degC,Wednesday
2023-02-23,02:00:00,54.48261,P ugm-3,0.49892,P ugm-3,6.12,P ugm-3,6.885,N ugm-3,5.3,P ugm-3 (FIDAS),3.208,P ugm-3 (Ref.eq),18.3,N deg,5.8,N ms-1,4.9,N degC,Wednesday
2023-02-23,03:00:00,55.08132,P ugm-3,0.49892,P ugm-3,7.07625,P ugm-3,7.84125,N ugm-3,5.8,P ugm-3 (FIDAS),3.491,P ugm-3 (Ref.eq),12.8,N deg,5.3,N ms-1,5,N degC,Wednesday
2023-02-23,04:00:00,60.07057,P ugm-3,0.62365,P ugm-3,7.45875,P ugm-3,8.415,N ugm-3,5.6,P ugm-3 (FIDAS),3.396,P ugm-3 (Ref.eq),18.9,N deg,6.3,N ms-1,5.1,N degC,Wednesday
2023-02-23,05:00:00,56.47831,P ugm-3,2.61933,P ugm-3,32.5125,P ugm-3,36.52875,N ugm-3,5.7,P ugm-3 (FIDAS),3.302,P ugm-3 (Ref.eq),25.1,N deg,6.9,N ms-1,4.7,N degC,Wednesday
2023-02-23,06:00:00,55.08132,P ugm-3,1.87095,P ugm-3,23.715,P ugm-3,26.58375,N ugm-3,6.7,P ugm-3 (FIDAS),3.962,P ugm-3 (Ref.eq),24.1,N deg,6.5,N ms-1,4.1,N degC,Wednesday
2023-02-23,07:00:00,51.68863,P ugm-3,5.48812,P ugm-3,30.9825,P ugm-3,39.3975,N ugm-3,15.3,P ugm-3 (FIDAS),7.453,P ugm-3 (Ref.eq),22.5,N deg,6.2,N ms-1,3.4,N degC,Wednesday
2023-02-23,08:00:00,47.8968,P ugm-3,6.73542,P ugm-3,33.2775,P ugm-3,43.605,N ugm-3,15.8,P ugm-3 (FIDAS),7.453,P ugm-3 (Ref.eq),23.3,N deg,5.4,N ms-1,2.9,N degC,Wednesday
2023-02-23,09:00:00,41.71013,P ugm-3,9.72894,P ugm-3,35.19,P ugm-3,50.1075,N ugm-3,14.5,P ugm-3 (FIDAS),7.076,P ugm-3 (Ref.eq),29.4,N deg,6.2,N ms-1,4.3,N degC,Wednesday
2023-02-23,10:00:00,46.69938,P ugm-3,11.35043,P ugm-3,38.25,P ugm-3,55.65375,N ugm-3,14.4,P ugm-3 (FIDAS),6.887,P ugm-3 (Ref.eq),32.6,N deg,6.2,N ms-1,5.3,N degC,Wednesday
2023-02-23,11:00:00,55.48046,P ugm-3,10.35259,P ugm-3,34.99875,P ugm-3,50.8725,N ugm-3,15.2,P ugm-3 (FIDAS),6.604,P ugm-3 (Ref.eq),34.3,N deg,6.1,N ms-1,6.1,N degC,Wednesday
2023-02-23,12:00:00,59.27229,P ugm-3,9.35475,P ugm-3,30.02625,P ugm-3,44.37,N ugm-3,15.5,P ugm-3 (FIDAS),6.698,P ugm-3 (Ref.eq),32,N deg,5.7,N ms-1,6.3,N degC,Wednesday
2023-02-23,13:00:00,60.07057,P ugm-3,7.10961,P ugm-3,24.48,P ugm-3,35.38125,N ugm-3,14.7,P ugm-3 (FIDAS),6.792,P ugm-3 (Ref.eq),26.4,N deg,5.3,N ms-1,6.3,N degC,Wednesday
2023-02-23,14:00:00,56.47831,P ugm-3,7.10961,P ugm-3,27.34875,P ugm-3,38.25,N ugm-3,17,P ugm-3 (FIDAS),8.113,P ugm-3 (Ref.eq),23,N deg,5,N ms-1,6.9,N degC,Wednesday
2023-02-23,15:00:00,57.47616,P ugm-3,7.98272,P ugm-3,33.46875,P ugm-3,45.70875,N ugm-3,15.6,P ugm-3 (FIDAS),7.359,P ugm-3 (Ref.eq),18.6,N deg,4.7,N ms-1,6.8,N degC,Wednesday
2023-02-23,16:00:00,59.871,P ugm-3,5.86231,P ugm-3,24.67125,P ugm-3,33.66,N ugm-3,11.7,P ugm-3 (FIDAS),5.377,P ugm-3 (Ref.eq),25.3,N deg,3.7,N ms-1,6.2,N degC,Wednesday
2023-02-23,17:00:00,46.10067,P ugm-3,8.35691,P ugm-3,37.8675,P ugm-3,50.68125,N ugm-3,12.4,P ugm-3 (FIDAS),5.566,P ugm-3 (Ref.eq),11.8,N deg,2,N ms-1,5.2,N degC,Wednesday
2023-02-23,18:00:00,26.14367,P ugm-3,9.85367,P ugm-3,57.56625,P ugm-3,72.675,N ugm-3,14.1,P ugm-3 (FIDAS),6.415,P ugm-3 (Ref.eq),344.3,N deg,2.3,N ms-1,3.7,N degC,Wednesday
2023-02-23,19:00:00,3.59226,P ugm-3,47.77159,P ugm-3,87.975,P ugm-3,161.22375,N ugm-3,17.9,P ugm-3 (FIDAS),8.113,P ugm-3 (Ref.eq),343.9,N deg,1.8,N ms-1,2.1,N degC,Wednesday
2023-02-23,20:00:00,1.79613,P ugm-3,104.52374,P ugm-3,93.52125,P ugm-3,253.78875,N ugm-3,37.4,P ugm-3 (FIDAS),21.321,P ugm-3 (Ref.eq),306.1,N deg,1.6,N ms-1,1,N degC,Wednesday
2023-02-23,21:00:00,11.17592,P ugm-3,22.32667,P ugm-3,62.15625,P ugm-3,96.39,N ugm-3,22.4,P ugm-3 (FIDAS),11.698,P ugm-3 (Ref.eq),296.2,N deg,2.4,N ms-1,0.5,N degC,Wednesday
2023-02-23,22:00:00,18.75958,P ugm-3,11.47516,P ugm-3,50.1075,P ugm-3,67.7025,N ugm-3,20.1,P ugm-3 (FIDAS),9.906,P ugm-3 (Ref.eq),313.2,N deg,2.5,N ms-1,0.4,N degC,Wednesday
2023-02-23,23:00:00,14.96775,P ugm-3,9.47948,P ugm-3,53.9325,P ugm-3,68.4675,N ugm-3,21.6,P ugm-3 (FIDAS),10.66,P ugm-3 (Ref.eq),307.8,N deg,2.5,N ms-1,0.2,N degC,Wednesday
2023-02-23,24:00:00,19.15872,P ugm-3,5.61285,P ugm-3,43.03125,P ugm-3,51.6375,N ugm-3,24.9,P ugm-3 (FIDAS),12.359,P ugm-3 (Ref.eq),306.9,N deg,2.7,N ms-1,0.3,N degC,Thursday
2023-02-24,01:00:00,29.33679,P ugm-3,1.74622,P ugm-3,27.1575,P ugm-3,29.835,N ugm-3,21.9,P ugm-3 (FIDAS),11.321,P ugm-3 (Ref.eq),270.8,N deg,2.5,N ms-1,0.3,N degC,Thursday
2023-02-24,02:00:00,30.93335,P ugm-3,8.98056,P ugm-3,26.58375,P ugm-3,40.35375,N ugm-3,14.6,P ugm-3 (FIDAS),7.17,P ugm-3 (Ref.eq),279.8,N deg,3.4,N ms-1,0.6,N degC,Thursday
2023-02-24,03:00:00,40.91185,P ugm-3,0.87311,P ugm-3,16.4475,P ugm-3,17.78625,N ugm-3,13.2,P ugm-3 (FIDAS),6.887,P ugm-3 (Ref.eq),292.6,N deg,3.6,N ms-1,1.2,N degC,Thursday
2023-02-24,04:00:00,40.51271,P ugm-3,0.87311,P ugm-3,13.57875,P ugm-3,14.9175,N ugm-3,12.1,P ugm-3 (FIDAS),6.415,P ugm-3 (Ref.eq),294.3,N deg,3.2,N ms-1,2.1,N degC,Thursday
2023-02-24,05:00:00,39.11572,P ugm-3,1.62149,P ugm-3,12.81375,P ugm-3,15.3,N ugm-3,13.4,P ugm-3 (FIDAS),7.547,P ugm-3 (Ref.eq),302.6,N deg,3.2,N ms-1,3,N degC,Thursday
2023-02-24,06:00:00,38.11787,P ugm-3,1.62149,P ugm-3,11.28375,P ugm-3,13.77,N ugm-3,11.2,P ugm-3 (FIDAS),6.792,P ugm-3 (Ref.eq),309.6,N deg,3.5,N ms-1,3.9,N degC,Thursday
2023-02-24,07:00:00,26.14367,P ugm-3,5.73758,P ugm-3,27.34875,P ugm-3,36.14625,N ugm-3,11.9,P ugm-3 (FIDAS),7.736,P ugm-3 (Ref.eq),313.8,N deg,4,N ms-1,4.8,N degC,Thursday
2023-02-24,08:00:00,11.17592,P ugm-3,25.19546,P ugm-3,53.55,P ugm-3,92.1825,N ugm-3,14,P ugm-3 (FIDAS),9.434,P ugm-3 (Ref.eq),319.3,N deg,4.1,N ms-1,5.8,N degC,Thursday
2023-02-24,09:00:00,29.13722,P ugm-3,16.83855,P ugm-3,41.11875,P ugm-3,66.9375,N ugm-3,9.8,P ugm-3 (FIDAS),5.943,P ugm-3 (Ref.eq),334.9,N deg,4.3,N ms-1,6.1,N degC,Thursday
2023-02-24,10:00:00,43.50626,P ugm-3,8.23218,P ugm-3,24.48,P ugm-3,37.1025,N ugm-3,15.5,P ugm-3 (FIDAS),5.189,P ugm-3 (Ref.eq),345.2,N deg,3.9,N ms-1,6.5,N degC,Thursday
2023-02-24,11:00:00,51.08992,P ugm-3,6.73542,P ugm-3,19.31625,P ugm-3,29.64375,N ugm-3,8.3,P ugm-3 (FIDAS),4.528,P ugm-3 (Ref.eq),6.1,N deg,4.9,N ms-1,7.8,N degC,Thursday
2023-02-24,12:00:00,60.86885,P ugm-3,7.85799,P ugm-3,27.73125,P ugm-3,39.78,N ugm-3,6.9,P ugm-3 (FIDAS),3.208,P ugm-3 (Ref.eq),11.2,N deg,5.9,N ms-1,8,N degC,Thursday
2023-02-24,13:00:00,62.46541,P ugm-3,9.10529,P ugm-3,43.9875,P ugm-3,57.94875,N ugm-3,13.2,P ugm-3 (FIDAS),5.755,P ugm-3 (Ref.eq),7.1,N deg,5.3,N ms-1,8.2,N degC,Thursday
2023-02-24,14:00:00,61.8667,P ugm-3,6.86015,P ugm-3,28.305,P ugm-3,38.82375,N ugm-3,11.8,P ugm-3 (FIDAS),5.472,P ugm-3 (Ref.eq),10.7,N deg,5.4,N ms-1,8.7,N degC,Thursday
2023-02-24,15:00:00,58.67358,P ugm-3,7.98272,P ugm-3,35.38125,P ugm-3,47.62125,N ugm-3,13.2,P ugm-3 (FIDAS),5.943,P ugm-3 (Ref.eq),17.8,N deg,5,N ms-1,8,N degC,Thursday
2023-02-24,16:00:00,58.07487,P ugm-3,7.23434,P ugm-3,38.82375,P ugm-3,49.91625,N ugm-3,12.1,P ugm-3 (FIDAS),5.377,P ugm-3 (Ref.eq),16.1,N deg,4,N ms-1,6.8,N degC,Thursday
2023-02-24,17:00:00,53.68433,P ugm-3,7.85799,P ugm-3,48.96,P ugm-3,61.00875,N ugm-3,11.4,P ugm-3 (FIDAS),4.434,P ugm-3 (Ref.eq),9.6,N deg,3.1,N ms-1,5.8,N degC,Thursday
2023-02-24,18:00:00,51.08992,P ugm-3,8.10745,P ugm-3,48.38625,P ugm-3,60.8175,N ugm-3,10.3,P ugm-3 (FIDAS),4.057,P ugm-3 (Ref.eq),12.4,N deg,4,N ms-1,5.1,N degC,Thursday
2023-02-24,19:00:00,46.69938,P ugm-3,7.23434,P ugm-3,48.5775,P ugm-3,59.67,N ugm-3,8.2,P ugm-3 (FIDAS),3.679,P ugm-3 (Ref.eq),358.3,N deg,3.3,N ms-1,4.1,N degC,Thursday
2023-02-24,20:00:00,40.51271,P ugm-3,7.35907,P ugm-3,58.14,P ugm-3,69.42375,N ugm-3,9.1,P ugm-3 (FIDAS),4.811,P ugm-3 (Ref.eq),3.9,N deg,3.5,N ms-1,3.4,N degC,Thursday
2023-02-24,21:00:00,51.28949,P ugm-3,4.36555,P ugm-3,40.9275,P ugm-3,47.62125,N ugm-3,9.1,P ugm-3 (FIDAS),4.434,P ugm-3 (Ref.eq),8.6,N deg,3.3,N ms-1,2.8,N degC,Thursday
2023-02-24,22:00:00,50.69078,P ugm-3,2.4946,P ugm-3,27.34875,P ugm-3,31.17375,N ugm-3,9.3,P ugm-3 (FIDAS),4.906,P ugm-3 (Ref.eq),16.4,N deg,4.1,N ms-1,2.7,N degC,Thursday
2023-02-24,23:00:00,50.09207,P ugm-3,3.11825,P ugm-3,23.715,P ugm-3,28.49625,N ugm-3,10.3,P ugm-3 (FIDAS),5.189,P ugm-3 (Ref.eq),13.9,N deg,4.4,N ms-1,2.6,N degC,Thursday
2023-02-24,24:00:00,56.07917,P ugm-3,1.37203,P ugm-3,14.34375,P ugm-3,16.4475,N ugm-3,8.3,P ugm-3 (FIDAS),4.434,P ugm-3 (Ref.eq),14.8,N deg,4.2,N ms-1,2.2,N degC,X
2023-02-25,01:00:00,54.08347,P ugm-3,1.12257,P ugm-3,14.34375,P ugm-3,16.065,N ugm-3,7.9,P ugm-3 (FIDAS),4.245,P ugm-3 (Ref.eq),12.8,N deg,3.4,N ms-1,2.4,N degC,X
2023-02-25,02:00:00,56.27874,P ugm-3,0.87311,P ugm-3,10.51875,P ugm-3,11.8575,N ugm-3,8.1,P ugm-3 (FIDAS),4.434,P ugm-3 (Ref.eq),9.1,N deg,3.2,N ms-1,1.9,N degC,X
2023-02-25,03:00:00,58.87315,P ugm-3,0.49892,P ugm-3,7.84125,P ugm-3,8.60625,N ugm-3,8.4,P ugm-3 (FIDAS),4.528,P ugm-3 (Ref.eq),3.6,N deg,3.4,N ms-1,1.5,N degC,X
2023-02-25,04:00:00,58.27444,P ugm-3,0.37419,P ugm-3,8.0325,P ugm-3,8.60625,N ugm-3,8.6,P ugm-3 (FIDAS),4.528,P ugm-3 (Ref.eq),0.9,N deg,3.3,N ms-1,1.1,N degC,X
2023-02-25,05:00:00,55.68003,P ugm-3,0.74838,P ugm-3,9.5625,P ugm-3,10.71,N ugm-3,10,P ugm-3 (FIDAS),5.283,P ugm-3 (Ref.eq),357.8,N deg,3,N ms-1,0.7,N degC,X
2023-02-25,06:00:00,54.08347,P ugm-3,0.99784,P ugm-3,12.04875,P ugm-3,13.57875,N ugm-3,10.8,P ugm-3 (FIDAS),5.566,P ugm-3 (Ref.eq),356.9,N deg,2.5,N ms-1,0.2,N degC,X
2023-02-25,07:00:00,53.48476,P ugm-3,1.12257,P ugm-3,14.72625,P ugm-3,16.4475,N ugm-3,13.2,P ugm-3 (FIDAS),6.132,P ugm-3 (Ref.eq),354.3,N deg,2.5,N ms-1,-0.2,N degC,X
2023-02-25,08:00:00,49.8925,P ugm-3,3.11825,P ugm-3,19.69875,P ugm-3,24.48,N ugm-3,15.8,P ugm-3 (FIDAS),6.604,P ugm-3 (Ref.eq),354.7,N deg,2.6,N ms-1,0.1,N degC,X
2023-02-25,09:00:00,49.8925,P ugm-3,5.73758,P ugm-3,20.2725,P ugm-3,29.07,N ugm-3,18.9,P ugm-3 (FIDAS),7.076,P ugm-3 (Ref.eq),10.2,N deg,3.3,N ms-1,1.3,N degC,X
2023-02-25,10:00:00,53.68433,P ugm-3,7.98272,P ugm-3,30.6,P ugm-3,42.84,N ugm-3,16.2,P ugm-3 (FIDAS),6.792,P ugm-3 (Ref.eq),16.6,N deg,4,N ms-1,2.8,N degC,X
2023-02-25,11:00:00,55.48046,P ugm-3,9.9784,P ugm-3,36.91125,P ugm-3,52.21125,N ugm-3,16.6,P ugm-3 (FIDAS),6.698,P ugm-3 (Ref.eq),26.6,N deg,4.5,N ms-1,4,N degC,X
2023-02-25,12:00:00,58.07487,P ugm-3,7.4838,P ugm-3,33.85125,P ugm-3,45.32625,N ugm-3,14.2,P ugm-3 (FIDAS),5.755,P ugm-3 (Ref.eq),32.4,N deg,4.6,N ms-1,4.9,N degC,X
2023-02-25,13:00:00,62.86455,P ugm-3,5.73758,P ugm-3,25.43625,P ugm-3,34.23375,N ugm-3,11.6,P ugm-3 (FIDAS),5.283,P ugm-3 (Ref.eq),34.8,N deg,4.9,N ms-1,5.4,N degC,X
2023-02-25,14:00:00,61.06842,P ugm-3,6.86015,P ugm-3,31.7475,P ugm-3,42.26625,N ugm-3,11.9,P ugm-3 (FIDAS),5.755,P ugm-3 (Ref.eq),35.4,N deg,5.1,N ms-1,5.5,N degC,X
2023-02-25,15:00:00,58.27444,P ugm-3,6.2365,P ugm-3,30.6,P ugm-3,40.1625,N ugm-3,10.8,P ugm-3 (FIDAS),5.755,P ugm-3 (Ref.eq),45.2,N deg,4.6,N ms-1,5.1,N degC,X
2023-02-25,16:00:00,57.8753,P ugm-3,5.23866,P ugm-3,36.14625,P ugm-3,44.17875,N ugm-3,12.7,P ugm-3 (FIDAS),6.226,P ugm-3 (Ref.eq),48.7,N deg,3.6,N ms-1,4.7,N degC,X
2023-02-25,17:00:00,54.28304,P ugm-3,6.61069,P ugm-3,43.605,P ugm-3,53.74125,N ugm-3,11.7,P ugm-3 (FIDAS),5.66,P ugm-3 (Ref.eq),45.2,N deg,2.8,N ms-1,3.7,N degC,X
2023-02-25,18:00:00,60.07057,P ugm-3,2.86879,P ugm-3,20.46375,P ugm-3,24.8625,N ugm-3,10.7,P ugm-3 (FIDAS),5.472,P ugm-3 (Ref.eq),32.6,N deg,2.6,N ms-1,2.5,N degC,X
2023-02-25,19:00:00,48.09637,P ugm-3,5.48812,P ugm-3,43.79625,P ugm-3,52.21125,N ugm-3,11.5,P ugm-3 (FIDAS),6.132,P ugm-3 (Ref.eq),33.2,N deg,3,N ms-1,2.9,N degC,X
2023-02-25,20:00:00,47.29809,P ugm-3,5.11393,P ugm-3,47.62125,P ugm-3,55.4625,N ugm-3,12.5,P ugm-3 (FIDAS),6.887,P ugm-3 (Ref.eq),30.2,N deg,2.8,N ms-1,2.5,N degC,X
2023-02-25,21:00:00,41.51056,P ugm-3,6.98488,P ugm-3,60.62625,P ugm-3,71.33625,N ugm-3,13.7,P ugm-3 (FIDAS),7.076,P ugm-3 (Ref.eq),25.6,N deg,2.2,N ms-1,1.4,N degC,X
2023-02-25,22:00:00,40.31314,P ugm-3,5.98704,P ugm-3,56.61,P ugm-3,65.79,N ugm-3,11.4,P ugm-3 (FIDAS),6.887,P ugm-3 (Ref.eq),26.3,N deg,2.7,N ms-1,0.8,N degC,X
2023-02-25,23:00:00,35.12432,P ugm-3,7.35907,P ugm-3,57.7575,P ugm-3,69.04125,N ugm-3,12.8,P ugm-3 (FIDAS),7.17,P ugm-3 (Ref.eq),30.5,N deg,3.3,N ms-1,1,N degC,X
2023-02-25,24:00:00,33.72733,P ugm-3,5.11393,P ugm-3,48.5775,P ugm-3,56.41875,N ugm-3,12.3,P ugm-3 (FIDAS),6.792,P ugm-3 (Ref.eq),38.2,N deg,3.4,N ms-1,1.3,N degC,X
2023-02-26,01:00:00,36.72088,P ugm-3,6.11177,P ugm-3,56.9925,P ugm-3,66.36375,N ugm-3,9.9,P ugm-3 (FIDAS),5.377,P ugm-3 (Ref.eq),24.7,N deg,2.6,N ms-1,-0.2,N degC,X
2023-02-26,02:00:00,33.9269,P ugm-3,4.86447,P ugm-3,46.85625,P ugm-3,54.315,N ugm-3,8.1,P ugm-3 (FIDAS),4.623,P ugm-3 (Ref.eq),10.4,N deg,2.4,N ms-1,-0.6,N degC,X
2023-02-26,03:00:00,49.09422,P ugm-3,2.61933,P ugm-3,24.67125,P ugm-3,28.6875,N ugm-3,7.5,P ugm-3 (FIDAS),4.245,P ugm-3 (Ref.eq),12.2,N deg,2.6,N ms-1,-0.6,N degC,X
2023-02-26,04:00:00,46.49981,P ugm-3,2.99352,P ugm-3,28.11375,P ugm-3,32.70375,N ugm-3,9.2,P ugm-3 (FIDAS),4.717,P ugm-3 (Ref.eq),10.2,N deg,3,N ms-1,-0.7,N degC,X
2023-02-26,05:00:00,50.69078,P ugm-3,1.49676,P ugm-3,16.83,P ugm-3,19.125,N ugm-3,8.7,P ugm-3 (FIDAS),4.434,P ugm-3 (Ref.eq),16.8,N deg,3.1,N ms-1,-0.7,N degC,X
2023-02-26,06:00:00,45.9011,P ugm-3,1.99568,P ugm-3,25.6275,P ugm-3,28.6875,N ugm-3,8.9,P ugm-3 (FIDAS),4.528,P ugm-3 (Ref.eq),22.8,N deg,3.6,N ms-1,-0.3,N degC,X
