,Date,Time,Ozone,Status,Nitric oxide,Status.1,Nitrogen dioxide,Status.2,Nitrogen oxides as nitrogen dioxide,Status.3,PM10 particulate matter,Status.4,PM2.5 particulate matter,Status.5,Modelled Wind Direction,Status.6,Modelled Wind Speed,Status.7,Modelled Temperature,Status.8,Day,Timestamp(UTC),Timestamp(UTS),Timestamp(Local),95-NO2(ug/m3)-slotA,95-O3(ug/m3)-slotA,95-NO(ug/m3)-slotA,95-PM1(ug/m3)-slotA,95-PM2.5(ug/m3)-slotA,95-PM10(ug/m3)-slotA,95-NO2(ug/m3)-slotB,95-O3(ug/m3)-slotB,95-NO(ug/m3)-slotB,95-PM1(ug/m3)-slotB,95-PM2.5(ug/m3)-slotB,95-PM10(ug/m3)-slotB
156,2023-02-23,13:00:00,60.07057,P ugm-3,7.10961,P ugm-3,24.48,P ugm-3,35.38125,N ugm-3,14.7,P ugm-3 (FIDAS),6.792,P ugm-3 (Ref.eq),26.4,N deg,5.3,N ms-1,6.3,N degC,Wednesday,2023-02-23 13:00:05+00:00,1677157205,2023-02-23 13:00:05+00:00,23.34,5.07,14.94,2.14,5.26,6.75,20.41,30.45,0,2.14,4.43,4.87
157,2023-02-23,14:00:00,56.47831,P ugm-3,7.10961,P ugm-3,27.34875,P ugm-3,38.25,N ugm-3,17,P ugm-3 (FIDAS),8.113,P ugm-3 (Ref.eq),23,N deg,5,N ms-1,6.9,N degC,Wednesday,2023-02-23 14:00:04+00:00,1677160804,2023-02-23 14:00:04+00:00,19.84,0,0,3.56,6.82,8.3,36.3,24,0,4.28,7,9.11
158,2023-02-23,15:00:00,57.47616,P ugm-3,7.98272,P ugm-3,33.46875,P ugm-3,45.70875,N ugm-3,15.6,P ugm-3 (FIDAS),7.359,P ugm-3 (Ref.eq),18.6,N deg,4.7,N ms-1,6.8,N degC,Wednesday,2023-02-23 15:00:06+00:00,1677164406,2023-02-23 15:00:06+00:00,25.09,0,1.55,2.14,4.34,5.16,34.6,0,0,2.14,4.57,5.07
159,2023-02-23,16:00:00,59.871,P ugm-3,5.86231,P ugm-3,24.67125,P ugm-3,33.66,N ugm-3,11.7,P ugm-3 (FIDAS),5.377,P ugm-3 (Ref.eq),25.3,N deg,3.7,N ms-1,6.2,N degC,Wednesday,2023-02-23 16:00:09+00:00,1677168009,2023-02-23 16:00:09+00:00,38.89,0,0,0,3.82,4.37,39.56,6.1,0,1.43,4.41,4.85
160,2023-02-23,17:00:00,46.10067,P ugm-3,8.35691,P ugm-3,37.8675,P ugm-3,50.68125,N ugm-3,12.4,P ugm-3 (FIDAS),5.566,P ugm-3 (Ref.eq),11.8,N deg,2,N ms-1,5.2,N degC,Wednesday,2023-02-23 17:00:04+00:00,1677171604,2023-02-23 17:00:04+00:00,54.24,0,1.76,2.14,4.64,5.24,59,0,2.12,2.14,4.62,6.01
161,2023-02-23,18:00:00,26.14367,P ugm-3,9.85367,P ugm-3,57.56625,P ugm-3,72.675,N ugm-3,14.1,P ugm-3 (FIDAS),6.415,P ugm-3 (Ref.eq),344.3,N deg,2.3,N ms-1,3.7,N degC,Wednesday,2023-02-23 18:00:07+00:00,1677175207,2023-02-23 18:00:07+00:00,63.29,0,1.81,2.85,4.96,6.79,68.85,0,0,3.56,4.9,6.07
162,2023-02-23,19:00:00,3.59226,P ugm-3,47.77159,P ugm-3,87.975,P ugm-3,161.22375,N ugm-3,17.9,P ugm-3 (FIDAS),8.113,P ugm-3 (Ref.eq),343.9,N deg,1.8,N ms-1,2.1,N degC,Wednesday,2023-02-23 19:00:10+00:00,1677178810,2023-02-23 19:00:10+00:00,97.49,0,0,5.7,7.9,11.87,102.41,0,29.88,6.41,8.33,11.11
163,2023-02-23,20:00:00,1.79613,P ugm-3,104.52374,P ugm-3,93.52125,P ugm-3,253.78875,N ugm-3,37.4,P ugm-3 (FIDAS),21.321,P ugm-3 (Ref.eq),306.1,N deg,1.6,N ms-1,1,N degC,Wednesday,2023-02-23 20:00:02+00:00,1677182402,2023-02-23 20:00:02+00:00,87.69,0,20.85,17.1,19.85,35.08,93.1,0,28.61,17.1,19.65,33.2
164,2023-02-23,21:00:00,11.17592,P ugm-3,22.32667,P ugm-3,62.15625,P ugm-3,96.39,N ugm-3,22.4,P ugm-3 (FIDAS),11.698,P ugm-3 (Ref.eq),296.2,N deg,2.4,N ms-1,0.5,N degC,Wednesday,2023-02-23 21:00:05+00:00,1677186005,2023-02-23 21:00:05+00:00,46.89,0,0,4.99,7.27,9.66,47.3,0,3.54,4.28,5.65,7.53
165,2023-02-23,22:00:00,18.75958,P ugm-3,11.47516,P ugm-3,50.1075,P ugm-3,67.7025,N ugm-3,20.1,P ugm-3 (FIDAS),9.906,P ugm-3 (Ref.eq),313.2,N deg,2.5,N ms-1,0.4,N degC,Wednesday,2023-02-23 22:00:06+00:00,1677189606,2023-02-23 22:00:06+00:00,52.84,0,0,7.13,8.71,13.86,56.4,0,0.65,6.41,8.11,11.7
166,2023-02-23,23:00:00,14.96775,P ugm-3,9.47948,P ugm-3,53.9325,P ugm-3,68.4675,N ugm-3,21.6,P ugm-3 (FIDAS),10.66,P ugm-3 (Ref.eq),307.8,N deg,2.5,N ms-1,0.2,N degC,Wednesday,2023-02-23 23:00:04+00:00,1677193204,2023-02-23 23:00:04+00:00,52.34,0,0,8.55,9.27,13.91,52.51,0,1.03,7.13,8.62,11.7
167,2023-02-23,24:00:00,19.15872,P ugm-3,5.61285,P ugm-3,43.03125,P ugm-3,51.6375,N ugm-3,24.9,P ugm-3 (FIDAS),12.359,P ugm-3 (Ref.eq),306.9,N deg,2.7,N ms-1,0.3,N degC,Wednesday,2023-02-24 00:00:05+00:00,1677196805,2023-02-24 00:00:05+00:00,32.94,0,0,9.26,9.65,13.11,32,0,4.02,7.84,10.56,15.79
168,2023-02-24,01:00:00,29.33679,P ugm-3,1.74622,P ugm-3,27.1575,P ugm-3,29.835,N ugm-3,21.9,P ugm-3 (FIDAS),11.321,P ugm-3 (Ref.eq),270.8,N deg,2.5,N ms-1,0.3,N degC,Thursday,2023-02-24T01:00:02+00:00,1677200402,2023-02-24T01:00:02+0000,28.39,0,5.2,4.99,6.97,10.93,24.45,6.25,9.9,5.7,5.89,8.2
169,2023-02-24,02:00:00,30.93335,P ugm-3,8.98056,P ugm-3,26.58375,P ugm-3,40.35375,N ugm-3,14.6,P ugm-3 (FIDAS),7.17,P ugm-3 (Ref.eq),279.8,N deg,3.4,N ms-1,0.6,N degC,Thursday,2023-02-24T02:00:08+00:00,1677204008,2023-02-24T02:00:08+0000,17.99,0,9.48,3.56,5.45,10.92,20.85,14.75,0,2.85,3.87,5.53
170,2023-02-24,03:00:00,40.91185,P ugm-3,0.87311,P ugm-3,16.4475,P ugm-3,17.78625,N ugm-3,13.2,P ugm-3 (FIDAS),6.887,P ugm-3 (Ref.eq),292.6,N deg,3.6,N ms-1,1.2,N degC,Thursday,2023-02-24T03:00:10+00:00,1677207610,2023-02-24T03:00:10+0000,23.59,0,29.03,3.56,4.43,6.18,22.85,15.5,3.9,2.85,4.29,6.21
171,2023-02-24,04:00:00,40.51271,P ugm-3,0.87311,P ugm-3,13.57875,P ugm-3,14.9175,N ugm-3,12.1,P ugm-3 (FIDAS),6.415,P ugm-3 (Ref.eq),294.3,N deg,3.2,N ms-1,2.1,N degC,Thursday,2023-02-24T04:00:02+00:00,1677211202,2023-02-24T04:00:02+0000,24.39,0,10.24,3.56,4.27,8.18,23.65,17.3,7.87,3.56,5.13,8.81
172,2023-02-24,05:00:00,39.11572,P ugm-3,1.62149,P ugm-3,12.81375,P ugm-3,15.3,N ugm-3,13.4,P ugm-3 (FIDAS),7.547,P ugm-3 (Ref.eq),302.6,N deg,3.2,N ms-1,3,N degC,Thursday,2023-02-24T05:00:03+00:00,1677214803,2023-02-24T05:00:03+0000,28.59,0,0.64,4.99,7.56,10.73,30.65,0.1,0,6.41,6.91,10.02
173,2023-02-24,06:00:00,38.11787,P ugm-3,1.62149,P ugm-3,11.28375,P ugm-3,13.77,N ugm-3,11.2,P ugm-3 (FIDAS),6.792,P ugm-3 (Ref.eq),309.6,N deg,3.5,N ms-1,3.9,N degC,Thursday,2023-02-24T06:00:02+00:00,1677218402,2023-02-24T06:00:02+0000,29.19,0,0.91,3.56,4.52,6.9,28.3,6.25,9.63,3.56,3.88,6.31
174,2023-02-24,07:00:00,26.14367,P ugm-3,5.73758,P ugm-3,27.34875,P ugm-3,36.14625,N ugm-3,11.9,P ugm-3 (FIDAS),7.736,P ugm-3 (Ref.eq),313.8,N deg,4,N ms-1,4.8,N degC,Thursday,2023-02-24T07:00:02+00:00,1677222002,2023-02-24T07:00:02+0000,43.74,0,5.2,6.41,8.89,16.31,48.56,0,0,7.13,8.28,12.45
175,2023-02-24,08:00:00,11.17592,P ugm-3,25.19546,P ugm-3,53.55,P ugm-3,92.1825,N ugm-3,14,P ugm-3 (FIDAS),9.434,P ugm-3 (Ref.eq),319.3,N deg,4.1,N ms-1,5.8,N degC,Thursday,2023-02-24T08:00:06+00:00,1677225606,2023-02-24T08:00:06+0000,61.14,0,3.13,4.28,5.47,10.03,64.06,0,0.9,5.7,6.35,10.61
176,2023-02-24,09:00:00,29.13722,P ugm-3,16.83855,P ugm-3,41.11875,P ugm-3,66.9375,N ugm-3,9.8,P ugm-3 (FIDAS),5.943,P ugm-3 (Ref.eq),334.9,N deg,4.3,N ms-1,6.1,N degC,Thursday,2023-02-24T09:00:04+00:00,1677229204,2023-02-24T09:00:04+0000,17.74,0,0,2.14,3.25,4.92,14,18,3.19,1.43,3.17,4.96
177,2023-02-24,10:00:00,43.50626,P ugm-3,8.23218,P ugm-3,24.48,P ugm-3,37.1025,N ugm-3,15.5,P ugm-3 (FIDAS),5.189,P ugm-3 (Ref.eq),345.2,N deg,3.9,N ms-1,6.5,N degC,Thursday,2023-02-24T10:00:07+00:00,1677232807,2023-02-24T10:00:07+0000,6.84,0,0,1.43,3.53,5.47,10.25,7.15,0,1.43,3.11,4.04
178,2023-02-24,11:00:00,51.08992,P ugm-3,6.73542,P ugm-3,19.31625,P ugm-3,29.64375,N ugm-3,8.3,P ugm-3 (FIDAS),4.528,P ugm-3 (Ref.eq),6.1,N deg,4.9,N ms-1,7.8,N degC,Thursday,2023-02-24T11:00:06+00:00,1677236406,2023-02-24T11:00:06+0000,17.44,0,1.71,0.71,2.09,2.66,20.41,19.25,1.2,1.43,3.14,4.02
179,2023-02-24,12:00:00,60.86885,P ugm-3,7.85799,P ugm-3,27.73125,P ugm-3,39.78,N ugm-3,6.9,P ugm-3 (FIDAS),3.208,P ugm-3 (Ref.eq),11.2,N deg,5.9,N ms-1,8,N degC,Thursday,2023-02-24T12:00:02+00:00,1677240002,2023-02-24T12:00:02+0000,0,2.72,0,0.71,3.71,4.43,0,29.2,0,0.71,3.42,3.77
180,2023-02-24,13:00:00,62.46541,P ugm-3,9.10529,P ugm-3,43.9875,P ugm-3,57.94875,N ugm-3,13.2,P ugm-3 (FIDAS),5.755,P ugm-3 (Ref.eq),7.1,N deg,5.3,N ms-1,8.2,N degC,Thursday,2023-02-24T13:00:04+00:00,1677243604,2023-02-24T13:00:04+0000,40.94,0,0,2.14,4.53,5.28,38.75,15.75,0,2.14,4.11,4.49
181,2023-02-24,14:00:00,61.8667,P ugm-3,6.86015,P ugm-3,28.305,P ugm-3,38.82375,N ugm-3,11.8,P ugm-3 (FIDAS),5.472,P ugm-3 (Ref.eq),10.7,N deg,5.4,N ms-1,8.7,N degC,Thursday,2023-02-24T14:00:07+00:00,1677247207,2023-02-24T14:00:07+0000,38.64,0,1.95,1.43,3.7,4.43,39,0,2.91,2.14,4.39,5.14
182,2023-02-24,15:00:00,58.67358,P ugm-3,7.98272,P ugm-3,35.38125,P ugm-3,47.62125,N ugm-3,13.2,P ugm-3 (FIDAS),5.943,P ugm-3 (Ref.eq),17.8,N deg,5,N ms-1,8,N degC,Thursday,2023-02-24T15:00:10+00:00,1677250810,2023-02-24T15:00:10+0000,29.64,0,0,1.43,4.24,4.42,33.96,7.5,0,1.43,4.35,5.15
183,2023-02-24,16:00:00,58.07487,P ugm-3,7.23434,P ugm-3,38.82375,P ugm-3,49.91625,N ugm-3,12.1,P ugm-3 (FIDAS),5.377,P ugm-3 (Ref.eq),16.1,N deg,4,N ms-1,6.8,N degC,Thursday,2023-02-24T15:59:39+00:00,1677254379,2023-02-24T15:59:39+0000,23.09,0,0,0.71,3.15,5.22,24.55,17.65,0,0.71,3.14,3.45
184,2023-02-24,17:00:00,53.68433,P ugm-3,7.85799,P ugm-3,48.96,P ugm-3,61.00875,N ugm-3,11.4,P ugm-3 (FIDAS),4.434,P ugm-3 (Ref.eq),9.6,N deg,3.1,N ms-1,5.8,N degC,Thursday,2023-02-24T17:00:00+00:00,1677258000,2023-02-24T17:00:00+0000,45.34,0,0,0,2.96,3.06,51.16,2.45,0.98,0.71,3.42,3.84
185,2023-02-24,18:00:00,51.08992,P ugm-3,8.10745,P ugm-3,48.38625,P ugm-3,60.8175,N ugm-3,10.3,P ugm-3 (FIDAS),4.057,P ugm-3 (Ref.eq),12.4,N deg,4,N ms-1,5.1,N degC,Thursday,2023-02-24T18:00:00+00:00,1677261600,2023-02-24T18:00:00+0000,39.39,0,0.73,0.71,3.4,3.85,43.05,6.3,0,0.71,3.34,3.89
186,2023-02-24,19:00:00,46.69938,P ugm-3,7.23434,P ugm-3,48.5775,P ugm-3,59.67,N ugm-3,8.2,P ugm-3 (FIDAS),3.679,P ugm-3 (Ref.eq),358.3,N deg,3.3,N ms-1,4.1,N degC,Thursday,2023-02-17T19:04:00+00:00,1676660640,2023-02-17T19:04:00+0000,33.34,0,0,2.14,4.12,5.44,42.8,0,0,1.43,3.06,4.77
187,2023-02-24,20:00:00,40.51271,P ugm-3,7.35907,P ugm-3,58.14,P ugm-3,69.42375,N ugm-3,9.1,P ugm-3 (FIDAS),4.811,P ugm-3 (Ref.eq),3.9,N deg,3.5,N ms-1,3.4,N degC,Thursday,2023-02-17T20:00:03+00:00,1676664003,2023-02-17T20:00:03+0000,28.29,0,0,1.43,3.58,5.45,24.95,16.8,0,2.14,3.54,4.77
188,2023-02-24,21:00:00,51.28949,P ugm-3,4.36555,P ugm-3,40.9275,P ugm-3,47.62125,N ugm-3,9.1,P ugm-3 (FIDAS),4.434,P ugm-3 (Ref.eq),8.6,N deg,3.3,N ms-1,2.8,N degC,Thursday,2023-02-17T21:00:01+00:00,1676667601,2023-02-17T21:00:01+0000,34.29,3.47,0,3.56,6.19,8.83,32.35,26.7,0,4.99,5.62,8.17
189,2023-02-24,22:00:00,50.69078,P ugm-3,2.4946,P ugm-3,27.34875,P ugm-3,31.17375,N ugm-3,9.3,P ugm-3 (FIDAS),4.906,P ugm-3 (Ref.eq),16.4,N deg,4.1,N ms-1,2.7,N degC,Thursday,2023-02-17T22:00:10+00:00,1676671210,2023-02-17T22:00:10+0000,25.94,2.97,0,9.26,11.22,18.67,28.25,22.25,5.78,9.26,10.15,16.07
190,2023-02-24,23:00:00,50.09207,P ugm-3,3.11825,P ugm-3,23.715,P ugm-3,28.49625,N ugm-3,10.3,P ugm-3 (FIDAS),5.189,P ugm-3 (Ref.eq),13.9,N deg,4.4,N ms-1,2.6,N degC,Thursday,2023-02-17T23:00:09+00:00,1676674809,2023-02-17T23:00:09+0000,20.09,0,22.54,8.55,9.77,13.72,17.65,24.8,6.4,7.84,8.71,12.42
191,2023-02-24,24:00:00,56.07917,P ugm-3,1.37203,P ugm-3,14.34375,P ugm-3,16.4475,N ugm-3,8.3,P ugm-3 (FIDAS),4.434,P ugm-3 (Ref.eq),14.8,N deg,4.2,N ms-1,2.2,N degC,Thursday,2023-02-18T00:00:09+00:00,1676678409,2023-02-18T00:00:09+0000,11.64,15.82,0,6.41,7.29,12.44,9.06,36.7,4.99,7.84,8.19,11.78
